nomination_id;nomination_title;nomination_year;nomination_number;nomination_num_nominees;nomination_num_nominators;nomination_category_from_title;nomination_motivation;nomination_comments;other_information;nominator_1_name;nominator_1_id;nominator_1_gender;nominator_1_year_birth;nominator_1_year_death;nominator_1_profession;nominator_1_university;nominator_1_city;nominator_1_country;nominator_1_comments;nominator_1_awarded_prizes;nominee_1_name;nominee_1_id;nominee_1_gender;nominee_1_year_birth;nominee_1_year_death;nominee_1_profession;nominee_1_university;nominee_1_city;nominee_1_country;nominee_1_awarded_prizes;nominee_2_name;nominee_2_id;nominee_2_gender;nominee_2_year_birth;nominee_2_year_death;nominee_2_profession;nominee_2_university;nominee_2_city;nominee_2_country;nominee_2_awarded_prizes;nominee_3_name;nominee_3_id;nominee_3_gender;nominee_3_year_birth;nominee_3_year_death;nominee_3_profession;nominee_3_university;nominee_3_city;nominee_3_country;nominee_3_awarded_prizes;nominee_4_name;nominee_4_id;nominee_4_gender;nominee_4_year_birth;nominee_4_year_death;nominee_4_profession;nominee_4_university;nominee_4_city;nominee_4_country;nominee_4_awarded_prizes;nominee_5_name;nominee_5_id;nominee_5_gender;nominee_5_year_birth;nominee_5_year_death;nominee_5_profession;nominee_5_university;nominee_5_city;nominee_5_country;nominee_5_awarded_prizes;nominee_6_name;nominee_6_id;nominee_6_gender;nominee_6_year_birth;nominee_6_year_death;nominee_6_profession;nominee_6_university;nominee_6_city;nominee_6_country;nominee_6_awarded_prizes;nominee_7_name;nominee_7_id;nominee_7_gender;nominee_7_year_birth;nominee_7_year_death;nominee_7_profession;nominee_7_university;nominee_7_city;nominee_7_country;nominee_7_awarded_prizes;nominee_8_name;nominee_8_id;nominee_8_gender;nominee_8_year_birth;nominee_8_year_death;nominee_8_profession;nominee_8_university;nominee_8_city;nominee_8_country;nominee_8_awarded_prizes;nominee_9_name;nominee_9_id;nominee_9_gender;nominee_9_year_birth;nominee_9_year_death;nominee_9_profession;nominee_9_university;nominee_9_city;nominee_9_country;nominee_9_awarded_prizes
12502;Nomination for Nobel Prize in Physiology or Medicine;1929;74 - 0;2;1;Physiology or Medicine;;;nominee_1_State: CT | nominee_2_Department: Brown Institution | nominee_2_Motivation: The discovery of bacteriophages. | nominator_1_State: NY;Alexis Carrel;1621;M;1873;1944;Nobel Laureate med 1912;Rockefeller Institute for Medical Research (now Rockefeller University);New York;UNITED STATES (US);;Physiology or Medicine 1912;Felix d´Hérelle;2649;M;1873;1949;prof bacteriology;Yale University;New Haven;UNITED STATES (US);;Frederick W Twort;9414;M;1877;1950;dr;University of London;London;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12503;Nomination for Nobel Prize in Physiology or Medicine;1930;74 - 0;1;1;Physiology or Medicine;;;nominee_1_State: MN | nominee_1_Motivation: Work on thyroxine, iodine distribution in the organism, investigation of cysteine in oxidation processes, isolation and crystallization of glutathione. | nominator_1_State: MN;Louis B Wilson;10228;M;;;prof pathology;Mayo Foundation;Rochester;UNITED STATES (US);;;Edward C Kendall;4789;M;1886;1972;prof physiological chemistry;Mayo Foundation;Rochester;UNITED STATES (US);Physiology or Medicine 1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12504;Nomination for Nobel Prize in Physiology or Medicine;1931;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on different fungal diseases, bacteriological methods, vaccines, the demonstration of new microbes, description of new diseases, some clinical symptoms and therapeutic results.;G Cagnetto;1531;;;;prof pathology;University of Padua;Padua (Padova);ITALY (IT);;;Aldo Castellani;1653;M;1874;1971;prof, director;Ross Institute and Hospital for Tropical Diseases;London;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12505;Nomination for Nobel Prize in Physiology or Medicine;1932;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the mechanism of the interaction of reflexes in the central nervous system of mammals. | nominator_1_State: OH;Wingate T Todd;9290;M;;;prof anatomy;Case Western Reserve;Cleveland;UNITED STATES (US);;;Charles S Sherrington;8493;M;1857;1952;prof physiology;University of Oxford;Oxford;UNITED KINGDOM (GB);Physiology or Medicine 1932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12506;Nomination for Nobel Prize in Physiology or Medicine;1933;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the prophylactic and therapeutic effect of bismuth on syphilis.;Carl A Kling;4904;M;;;head;State Bacteriological Laboratory;Stockholm;SWEDEN (SE);;;Constantin Levaditi;5418;M;1874;1953;prof;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12507;Nomination for Nobel Prize in Physiology or Medicine;1934;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Discovery of anatoxins.;Marquis;5926;;;;prof surgery;University of Rennes;Rennes;FRANCE (FR);;;Gaston Ramon;7545;M;1886;1963;head dept;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12508;Nomination for Nobel Prize in Physiology or Medicine;1935;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on isolation of single nerve fibers and muscle fibers and demonstration of the existence of reflex excitatory fibers and reflex inhibitory fibers.;Sachachiro Hata;3941;M;1872;;prof bacteriology;University of Tokyo;Tokyo;JAPAN (JP);;;Genichi M Kato;4729;M;1890;1979;prof physiology;Keio Gijuku;Tokyo;JAPAN (JP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12509;Nomination for Nobel Prize in Physiology or Medicine;1936;74 - 0;1;1;Physiology or Medicine;;;nominee_1_State: MA | nominee_1_Motivation: Work on the gastro-intestinal tract, hunger and thirst, adrenalin secretion, traumatic chock and homeostasis. | nominator_1_State: MA;George R Minot;6307;M;1885;1950;Nobel Laureate med 1934;Harvard University;Cambridge;UNITED STATES (US);;Physiology or Medicine 1934;Walter B Cannon;1584;M;1871;1945;prof physiology;Harvard University;Cambridge;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12510;Nomination for Nobel Prize in Physiology or Medicine;1937;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the haematogenous nature of certain infectious enteropathies, ultrafiltration and ultravirus, immunity against tuberculosis.;G B Zanda;10375;;;;prof pharmacology;Cagliari;Cagliari;ITALY (IT);;;Giuseppe Sanarelli;8075;M;1864;1940;prof hygiene;Rome;Rome;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12511;Nomination for Nobel Prize in Physiology or Medicine;1938;74 - 0;1;1;Physiology or Medicine;;;nominee_1_State: OH | nominee_1_Motivation: The demonstration of the presence in the adrenal cortex of a substance necessary to life and extraction of the same. | nominator_1_State: OH;David A Tucker;9392;M;;;prof the history of medicine;University of Cincinnati;Cincinnati;UNITED STATES (US);;;Frank A Hartman;3917;M;;;prof physiology;Ohio State University;Columbus;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12512;Nomination for Nobel Prize in Physiology or Medicine;1939;74 - 0;2;1;Physiology or Medicine;;;nominee_2_Motivation: Work on biological oxidation.;Gunnar Ahlgren;339;M;;;prof pharmacology;Lund University;Lund;SWEDEN (SE);;;David Keilin;4768;M;1887;1963;prof biology;University of Cambridge;Cambridge;UNITED KINGDOM (GB);;Torsten L Thunberg;9257;M;1873;1952;prof emer physiology;Lund University;Lund;SWEDEN (SE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12513;Nomination for Nobel Prize in Physiology or Medicine;1946;74 - 0;1;1;Physiology or Medicine;;;nominee_1_State: IN | nominee_1_Motivation: Production of mutations by means of X-ray irradiation.;Arno Saxén;8123;M;;;prof anatomy;University of Helsinki;Helsinki;FINLAND (FI);;;Hermann Joseph Muller;6501;M;1890;1967;prof;Indiana University;Bloomington;UNITED STATES (US);Physiology or Medicine 1946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12514;Nomination for Nobel Prize in Physiology or Medicine;1947;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Mechanism of immunity to virus diseases and the morphology of viruses (psittacosis virus).;Hubert Turnbull;9405;M;;;prof pathology;University of London;London;UNITED KINGDOM (GB);;;Sam P Bedson;807;M;;;prof bacteriology;University of London;London;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12515;Nomination for Nobel Prize in Physiology or Medicine;1948;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Localization of the production of male sex hormone to the interstitial gland of the testes, and of an ovarian hormone to the corpus luteum.;Raymond Kehl;4761;M;;;Prof histology & embryology;;Algiers;ALGERIA (DZ);;;Pol Bouin;1226;M;1870;1962;prof emeritus histology;University of Strasbourg;Strasbourg;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12516;Nomination for Nobel Prize in Physiology or Medicine;1949;74 - 0;1;1;Physiology or Medicine;;;nominee_1_State: TN | nominee_1_Motivation: New methods of cultivation of viruses on the developing chick embryo. Experiments om fowl-pox.;P J Gaillard;3301;;;;prof histology;;Leiden;NETHERLANDS (NL);;;Ernest W Goodpasture;3545;M;1886;1960;prof pathology;Vanderbilt University School of Medicine;Nashville;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12517;Nomination for Nobel Prize in Physiology or Medicine;1950;74 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Discovery of a vaccine against tuberculosis (BCG) with Calmette;P Hauduroy;3945;;;;prof bacteriology and hygiene;;Lausanne;SWITZERLAND (CH);;;Camille Guérin;3700;M;1872;1961;prof;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12518;Nomination for Nobel Prize in Physiology or Medicine;1951;74 - 0;1;1;Physiology or Medicine;;;nominee_1_State: NY | nominee_1_Motivation: The role of DNA at pneumococcal type II to type III transition | nominator_1_State: MO;Barry W Wood;10296;M;;;prof medicine;Washington University School of Medicine;Saint Louis;UNITED STATES (US);;;Oswald Theodore Avery;574;M;1877;1955;former dept head;Rockefeller Institute for Medical Research (now Rockefeller University);New York;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12519;Nomination for Nobel Prize in Physiology or Medicine;1952;74 - 0;1;1;Physiology or Medicine;;;nominee_1_State: TN | nominator_1_State: TN;Chris C McClure;6047;M;;;prof radiology;Vanderbilt University School of Medicine;Nashville;UNITED STATES (US);;;Ernest W Goodpasture;3545;M;1886;1960;prof pathology;Vanderbilt University School of Medicine;Nashville;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12520;Nomination for Nobel Prize in Physiology or Medicine;1953;74 - 0;1;1;Physiology or Medicine;;;;W Sulze;8891;;;;prof physiology;;Leipzig;GERMANY (DE);;;Ragnar Granit;3606;M;1900;1991;prof neurophysiology;Karolinska Institutet;Stockholm;SWEDEN (SE);Physiology or Medicine 1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12521;Nomination for Nobel Prize in Physiology or Medicine;1901;75 - 0;0;0;Physiology or Medicine;F. Ovsiannikoff (Ovsiannicoff), Academy of Sciences, St Petersburg, SU, suggested W. Bechterew, but did not nominate a candidate. Nomination was declared invalid by the Nobel Committee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12522;Nomination for Nobel Prize in Physiology or Medicine;1902;75 - 0;2;1;Physiology or Medicine;;;nominee_2_Motivation: Work on surgery of the kidney (see comment).;Oscar Wyss;10336;M;;;prof pediatrics and hygiene;University of Zurich;Zurich;SWITZERLAND (CH);;;James Israel;4492;M;1848;1926;prof surgery;;Berlin;GERMANY (DE);;U Kroenlein;5053;M;1847;1910;prof surgery;University of Zurich;Zurich;SWITZERLAND (CH);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12523;Nomination for Nobel Prize in Physiology or Medicine;1903;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Extensive work in physiology, especially his discovery of phagocytosis. Refers to the nomination by A. Gautier (see entry nr 27).;N Gréhant;3635;M;;;prof physiology;National Museum of Natural History;Paris;FRANCE (FR);;;Élie Metchnikoff;6214;M;1845;1916;(vice) director;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);Physiology or Medicine 1908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12524;Nomination for Nobel Prize in Physiology or Medicine;1904;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on infectious diseases, auto-intoxication, treatment of tuberculosis with creosote, bacteriocides, metabolic disorders (see comment) and diathesis.;F I Bosc;1196;M;;;prof pathological anatomy;University of Montpellier;Montpellier;FRANCE (FR);;;Charles J Bouchard;1217;M;1837;1915;prof general pathology and therapy;Académie de Médicin (faculty of medicine);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12525;Nomination for Nobel Prize in Physiology or Medicine;1905;75 - 0;1;1;Physiology or Medicine;;;"nominee_1_Motivation: Work on glands with endocrine secretion; thyroid and parathyroid glands, the hypophysis and adrenal glands.";Luigi Griffini;3646;M;;;prof;University of Genoa;Genoa;ITALY (IT);;;Giulio Vassale;9570;M;1862;1913;prof general pathology;University of Modena and Reggio Emilia;Modena;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12526;Nomination for Nobel Prize in Physiology or Medicine;1906;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the pathophysiology of the thyroid, parathyroid and pituitary glands.;A Riva;7755;;;;prof;University of Parma;Parma;ITALY (IT);;;Giulio Vassale;9570;M;1862;1913;prof general pathology;University of Modena and Reggio Emilia;Modena;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12527;Nomination for Nobel Prize in Physiology or Medicine;1907;75 - 0;0;0;Physiology or Medicine;Nomination of Charles Bouchard for his work on auto-intoxication. Was sent unsigned. Nomination was declared invalid by the Nobel Committee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12528;Nomination for Nobel Prize in Physiology or Medicine;1908;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on immunity and cancer.;Max Borst;1191;M;;;prof general pathology;Würzburg;Würzburg;GERMANY (DE);;;Paul Ehrlich;2713;M;1854;1915;prof;Royal Institute for Experimental Therapy;Frankfurt am Main;GERMANY (DE);Physiology or Medicine 1908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12529;Nomination for Nobel Prize in Physiology or Medicine;1909;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on immunity and the microbe of whooping-cough.;W Padwyssoski;6945;;;;prof, director;Institute of Experimental Medicine;St Petersburg;U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);;;Jules Bordet;1172;M;1870;1961;"director; prof bacteriology";Pasteur Institute (Institut Pasteur);Brussels;BELGIUM (BE);Physiology or Medicine 1919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12530;Nomination for Nobel Prize in Physiology or Medicine;1910;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: No motivation given.;P Troisfontaines;9359;;;;prof surgery, dermatology and syphilidology;University of Liège;Liège;BELGIUM (BE);;;Charles J Bouchard;1217;M;1837;1915;prof general pathology and therapy;University of Paris;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12531;Nomination for Nobel Prize in Physiology or Medicine;1911;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on serum therapy, and especially his work diphtheria toxins.;Alexandre Besredka;965;M;1870;1940;prof;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;Emile P Roux;7930;M;1853;1933;director;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12532;Nomination for Nobel Prize in Physiology or Medicine;1912;75 - 0;0;0;Physiology or Medicine;Dr Jaime Ferran y Clua, Barcelona, ES, was nominated by M. de Mebbad, N. de la Fuente Arimados, M. Sánchez Sánchez, V. Sanchez, C. Saluino Sierra y Val., B. Morales Orsanos, F.M. Goyena, L. Corral, V. Dagana, L. Lopez Garcia, L. Clemente y Guerra, L. Zechez, E. Saña, all in Valladolid, ES. Nomination was declared invalid by the Nobel Committee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12533;Nomination for Nobel Prize in Physiology or Medicine;1913;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: CT | nominee_1_Motivation: Work on a method to cultivate tissues in vitro.;M Nussbaum;6791;;;;;;Bonn;GERMANY (DE);;;Ross G Harrison;3910;M;1870;1959;prof comparative anatomy;Yale University;New Haven;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12534;Nomination for Nobel Prize in Physiology or Medicine;1914;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on bacteria and their toxins.;Prévôt;7408;M;;;;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;Emile P Roux;7930;M;1853;1933;director;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12535;Nomination for Nobel Prize in Physiology or Medicine;1917;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: IL | nominee_1_State: IL | nominee_1_Motivation: The recognition of the source of many chronic diseases in more or less remote foci of infection. | nominator_1_State: IL | nominator_1_State: IL;William T Belfield;833;M;;;Professor surgery;University of Chicago;Chicago;UNITED STATES (US);;;Frank Billings;1014;M;;;Professor medicine;University of Chicago;Chicago;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12536;Nomination for Nobel Prize in Physiology or Medicine;1919;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: NY | nominee_1_Motivation: Analytical and experimental research on reproduction.;E Bataillon;740;M;;;prof general biology;Dijon;Dijon;FRANCE (FR);;;Jacques Loeb;5571;M;1859;1924;prof;Rockefeller Institute for Medical Research (now Rockefeller University);New York;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12537;Nomination for Nobel Prize in Physiology or Medicine;1920;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: NY | nominee_1_Motivation: Work on artificial parthenogenesis. | nominator_1_State: NY;Phoebus A Levene;5423;M;1869;1940;MD;Rockefeller Institute for Medical Research (now Rockefeller University);New York;UNITED STATES (US);;;Jacques Loeb;5571;M;1859;1924;prof;Rockefeller Institute for Medical Research (now Rockefeller University);New York;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12538;Nomination for Nobel Prize in Physiology or Medicine;1921;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the coagulation preventative role of the liver, the function of the thyroid gland, the discovery of the parathyroid gland and its function, the curative effect of thyroid juice and on endocrine secretion.;Emile Moure;6475;M;;;prof oto-rhino-laryngology;University of Bordeaux;Bordeaux;FRANCE (FR);;;Eugène Gley;3484;M;1857;1930;prof general biology;Collège de France;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12539;Nomination for Nobel Prize in Physiology or Medicine;1923;75 - 0;1;1;Physiology or Medicine;;;"nominee_1_Motivation: Work on serum diagnosis in typhus, vaccine therapy against typhus; nephritis, anaphylactic shock and cyto diagnostics.";Marquis;5926;;;;prof urology;University of Rennes;Rennes;FRANCE (FR);;;Fernand Widal;10147;M;1862;1929;prof medicine;French Institute (Institut de France);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12540;Nomination for Nobel Prize in Physiology or Medicine;1924;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on reflexes, the differential diagnosis between organic diseases and hysteria, and the symptomatology of diseases in the cerebellum and the medulla oblongata.;Nils H Nilsson-Ehle;6708;M;1873;1949;prof bacteriology;Warsaw;Warsaw;POLAND (PL);;;Joseph Babinski;591;M;1857;1932;prof neurology;;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12541;Nomination for Nobel Prize in Physiology or Medicine;1925;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Various discoveries concerning the anatomy of the nervous system, especially studies of reflexes.;E A Kartachevsky;4722;;;;prof;State Institute for Medical Knowledge;Leningrad (now St Petersburg);U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);;;Wladimir M Bechterew;789;M;1857;1927;prof neurology and psychiatry;;Leningrad (now St Petersburg);U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12542;Nomination for Nobel Prize in Physiology or Medicine;1926;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on posture, muscle tonus and tonic reflexes.;R Stich;8787;;;;prof surgery;University of Göttingen;Göttingen;GERMANY (DE);;;Rudolf Magnus;5811;M;1873;1927;prof pharmacology;Utrecht University;Utrecht;NETHERLANDS (NL);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12543;Nomination for Nobel Prize in Physiology or Medicine;1927;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Identification of the islets of Langerhans, and their subsequent importance in carbohydrate metabolism and the discovery of insulin.;Cesare Decio;2326;M;;;prof obstetrics and gynecology;University of Siena;Siena;ITALY (IT);;;Vincenzo Diamare;2421;M;1871;1966;prof histology and general physiology;Naples;Naples;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12544;Nomination for Nobel Prize in Physiology or Medicine;1928;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: LA | nominee_1_Motivation: Studies on the etiology of vesicular fever, papular fever and many other diseases. Work on sleeping-sickness, framboesia and absorption of agglutinines.;F Fodera;3080;;;;prof pharmacology;University of Catania;Catania;ITALY (IT);;;Aldo Castellani;1653;M;1874;1971;prof tropical medicine;Tulane University;New Orleans;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12545;Nomination for Nobel Prize in Physiology or Medicine;1929;75 - 0;0;0;Physiology or Medicine;"Prof N. L. Poljakoff, Leningrad Institute for Medical Education, Leningrad, SU, nominated himself for studies on heredity; list of physical characteristics to be used in determining the parenthood of children where one parent is unknown. Nomination was declared invalid by the Nobel Committee.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12546;Nomination for Nobel Prize in Physiology or Medicine;1930;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on typhus fever, especially the virus Rickettsia Provazeki.;Roman Nitsch;6719;M;;;prof serology and microbiology;Warsaw;Warsaw;POLAND (PL);;;Rudolf Weigl;10051;M;1883;1957;prof general biology;Jan Kazimierz University;Lemberg (now Lviv);POLAND (PL);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
