nomination_id;nomination_title;nomination_year;nomination_number;nomination_num_nominees;nomination_num_nominators;nomination_category_from_title;nomination_motivation;nomination_comments;other_information;nominator_1_name;nominator_1_id;nominator_1_gender;nominator_1_year_birth;nominator_1_year_death;nominator_1_profession;nominator_1_university;nominator_1_city;nominator_1_country;nominator_1_comments;nominator_1_awarded_prizes;nominee_1_name;nominee_1_id;nominee_1_gender;nominee_1_year_birth;nominee_1_year_death;nominee_1_profession;nominee_1_university;nominee_1_city;nominee_1_country;nominee_1_awarded_prizes;nominee_2_name;nominee_2_id;nominee_2_gender;nominee_2_year_birth;nominee_2_year_death;nominee_2_profession;nominee_2_university;nominee_2_city;nominee_2_country;nominee_2_awarded_prizes;nominee_3_name;nominee_3_id;nominee_3_gender;nominee_3_year_birth;nominee_3_year_death;nominee_3_profession;nominee_3_university;nominee_3_city;nominee_3_country;nominee_3_awarded_prizes;nominee_4_name;nominee_4_id;nominee_4_gender;nominee_4_year_birth;nominee_4_year_death;nominee_4_profession;nominee_4_university;nominee_4_city;nominee_4_country;nominee_4_awarded_prizes;nominee_5_name;nominee_5_id;nominee_5_gender;nominee_5_year_birth;nominee_5_year_death;nominee_5_profession;nominee_5_university;nominee_5_city;nominee_5_country;nominee_5_awarded_prizes;nominee_6_name;nominee_6_id;nominee_6_gender;nominee_6_year_birth;nominee_6_year_death;nominee_6_profession;nominee_6_university;nominee_6_city;nominee_6_country;nominee_6_awarded_prizes;nominee_7_name;nominee_7_id;nominee_7_gender;nominee_7_year_birth;nominee_7_year_death;nominee_7_profession;nominee_7_university;nominee_7_city;nominee_7_country;nominee_7_awarded_prizes;nominee_8_name;nominee_8_id;nominee_8_gender;nominee_8_year_birth;nominee_8_year_death;nominee_8_profession;nominee_8_university;nominee_8_city;nominee_8_country;nominee_8_awarded_prizes;nominee_9_name;nominee_9_id;nominee_9_gender;nominee_9_year_birth;nominee_9_year_death;nominee_9_profession;nominee_9_university;nominee_9_city;nominee_9_country;nominee_9_awarded_prizes
12547;Nomination for Nobel Prize in Physiology or Medicine;1931;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on different fungal diseases, bacteriological methods, vaccines, the demonstration of new microbes, description of new diseases, some clinical symptoms and therapeutic results.;O Casagrandi;1636;;;;prof hygiene;University of Padua;Padua (Padova);ITALY (IT);;;Aldo Castellani;1653;M;1874;1971;prof, director;Ross Institute and Hospital for Tropical Diseases;London;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12548;Nomination for Nobel Prize in Physiology or Medicine;1932;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the humoral transmission of nervous impulses in the heart.;Adolf Jarisch;4560;M;;;prof pharmacology;University of Innsbruck;Innsbruck;AUSTRIA (AT);;;Otto Loewi;5583;M;1873;1961;prof pharmacology;University of Graz;Graz;AUSTRIA (AT);Physiology or Medicine 1936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12549;Nomination for Nobel Prize in Physiology or Medicine;1933;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on mitogenetic radiation.;E Marcinovski;5898;M;;;prof epidemiology;Moscow State University;Moscow;U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);;;Alexander Gurwitsch [Gurvitsch];3725;M;1874;1954;prof histology;Moscow State University;Moscow;U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12550;Nomination for Nobel Prize in Physiology or Medicine;1934;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: MA | nominee_1_Motivation: Work on the sympathetic nervous system to the changes produced by strong emotions in the body, the maintenance of steady states in the body and the chemical mediation of sympathetic nerve impulses (sympathin). | nominator_1_State: DC;F A Moss;6459;;;;prof psychiatry;George Washington University;Washington, DC;UNITED STATES (US);;;Walter B Cannon;1584;M;1871;1945;prof physiology;Harvard University;Cambridge;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12551;Nomination for Nobel Prize in Physiology or Medicine;1935;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on isolation of single nerve fibers and muscle fibers and demonstration of the existence of reflex excitatory fibers and reflex inhibitory fibers.;S Suganuma;8884;;;;prof ophthalmiatrics;University of Tokyo;Tokyo;JAPAN (JP);;;Genichi M Kato;4729;M;1890;1979;prof physiology;Keio Gijuku;Tokyo;JAPAN (JP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12552;Nomination for Nobel Prize in Physiology or Medicine;1936;75 - 0;2;1;Physiology or Medicine;;;nominee_2_Motivation: Knaus: Work on the periodic fertility and infertility of the woman. Rein:;W Nonnenbruch;6748;;;;prof medicine;Prague;Prague;CZECHOSLOVAKIA (CZ);;;Hermann Knaus;4916;M;1892;1970;prof obstetrics and gynecology;University of Graz;Graz;AUSTRIA (AT);;Hermann Rein;7640;M;1898;1953;prof physiology;University of Göttingen;Göttingen;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12553;Nomination for Nobel Prize in Physiology or Medicine;1937;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on anatoxins.;A Moukhtar Özden;6473;;;;prof pharmacology;Istanbul University;Istanbul;TURKEY (TR);;;Gaston Ramon;7545;M;1886;1963;head dept;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12554;Nomination for Nobel Prize in Physiology or Medicine;1938;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on anatoxins, especially considering vaccination against diphtheria and tetanus.;J Colas-Belcour;1875;;;;head dept;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;Gaston Ramon;7545;M;1886;1963;head dept;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12555;Nomination for Nobel Prize in Physiology or Medicine;1939;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the theory of Coctoantigen (Coctoimmunogen and Impedin-phenomenon), which is the basis and method for the reform of active immunization or vaccine therapy.;K Koyano;5012;;;;prof surgery;Nagasaki University;Nagasaki;JAPAN (JP);;;Riuso Torikata;9314;M;;;prof emer surgery;Kyoto Imperial University;Kyoto;JAPAN (JP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12556;Nomination for Nobel Prize in Physiology or Medicine;1946;75 - 0;2;1;Physiology or Medicine;;;"nominee_1_Department: Pavlov Institute of Physiology | nominee_2_Department: Pavlov Institute of Physiology | nominee_2_Motivation: The chemistry of muscle; discovery of the enzymatic properties of myosin.";Leon A Orbeli;6878;M;1882;1958;prof physiology;Leningrad (now St Petersburg);Leningrad (now St Petersburg);U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);;;Wladimir Aleksandrovich Engelhardt;2796;M;1894;1984;Professor;Russian Academy of Sciences;Moscow;RUSSIAN FEDERATION (RU);;M N Ljubimova;5544;F;;;Doctor;Russian Academy of Sciences;Moscow;RUSSIAN FEDERATION (RU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12557;Nomination for Nobel Prize in Physiology or Medicine;1947;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Discovery of synthetic oestrogens, especially stilboestrol (diethylstilbestrol, DES) and their effects.;James McIntosh;6055;M;;;prof pathology;University of London;London;UNITED KINGDOM (GB);;;Edward C Dodds;2462;M;1899;;prof biochemistry;University of London;London;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12558;Nomination for Nobel Prize in Physiology or Medicine;1948;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: NJ | nominee_1_Motivation: Discovery of streptomycin, the first antibiotic effective against tuberculosis. | nominator_1_State: NY;Dickinson W Richards;7705;M;1895;1973;prof medicine;;New York;UNITED STATES (US);;Physiology or Medicine 1956;Selman A Waksman;9933;M;1888;1973;prof microbiology;Rutgers New Jersey Agricultural Experiment Station;New Brunswick;UNITED STATES (US);Physiology or Medicine 1952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12559;Nomination for Nobel Prize in Physiology or Medicine;1949;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: NJ | nominee_1_Motivation: Discovery of streptomycin, the first antibiotic effective against tuberculosis.;Gaetano Salvioli;8070;M;;;prof pediatrics;University of Bologna;Bologna;ITALY (IT);;;Selman A Waksman;9933;M;1888;1973;prof microbiology;Rutgers New Jersey Agricultural Experiment Station;New Brunswick;UNITED STATES (US);Physiology or Medicine 1952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12560;Nomination for Nobel Prize in Physiology or Medicine;1950;75 - 0;1;1;Physiology or Medicine;;;nominee_1_State: CA | nominee_1_Motivation: Purification of the pituitary adrenocorticotrophic hormone.;I C Mussio-Fournier;6538;;;;prof endocrinology;;Montevideo;URUGUAY (UY);;;Herbert M Evans;2859;M;1882;1971;prof anatomy;University of California;Berkeley;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12561;Nomination for Nobel Prize in Physiology or Medicine;1951;75 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: The role of nucleic acids, in particular RNA, in cellular protein synthesis | nominator_1_Department: Anatomopathologisches Institut;Mario Raso;7573;M;;;prof pathology;University of Padua;Padua (Padova);ITALY (IT);;;Torbjörn O Caspersson;1647;M;1910;1997;prof cell research and genetics;Karolinska Institutet;Stockholm;SWEDEN (SE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12562;Nomination for Nobel Prize in Physiology or Medicine;1952;75 - 0;1;1;Physiology or Medicine;;;;F Külbs;5105;;;;prof medicine;;Köln;GERMANY (DE);;;Hugo W Knipping;4919;M;1895;1984;prof medicine;;Köln;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12563;Nomination for Nobel Prize in Physiology or Medicine;1953;75 - 0;1;1;Physiology or Medicine;;;;K Hotta;4319;;;;prof biochemistry;;Nagoya;JAPAN (JP);;;Yas Kuno;5094;M;1882;1977;prof;;Mukden (now Shenyang);CHINA (CN);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12564;Nomination for Nobel Prize in Physiology or Medicine;1930;75 - 1;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on typhus fever, especially the virus Rickettsia Provazeki.;Witold Orlowski;6884;M;;;prof medicine;Warsaw;Warsaw;POLAND (PL);;;Rudolf Weigl;10051;M;1883;1957;prof general biology;Jan Kazimierz University;Lemberg (now Lviv);POLAND (PL);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12565;Nomination for Nobel Prize in Physiology or Medicine;1930;75 - 2;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on typhus fever, especially the virus Rickettsia Provazeki.;L Krynsk;5076;M;;;prof surgery;Warsaw;Warsaw;POLAND (PL);;;Rudolf Weigl;10051;M;1883;1957;prof general biology;Jan Kazimierz University;Lemberg (now Lviv);POLAND (PL);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12566;Nomination for Nobel Prize in Physiology or Medicine;1901;76 - 0;2;1;Physiology or Medicine;;;nominee_2_Motivation: C. Golgi: Work on the central nervous system including microscopic studies. G. Muscatello: Spinal bifida, post-operative Hydrocephalie.;Friedrich von Recklinghausen;9843;M;;;prof;;Strasbourg;FRANCE (FR);;;Camillo Golgi;3527;M;1843;1926;prof general pathology and histology;University of Pavia;Pavia;ITALY (IT);Physiology or Medicine 1906;Giuseppe Muscatello;6536;M;;;prof surgery;;Catania;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12567;Nomination for Nobel Prize in Physiology or Medicine;1902;76 - 0;0;0;Physiology or Medicine;Prof O. Schmiedeberg, Strasbourg, FR, did not nominate a candidate. Nomination was declared invalid by the Nobel Committee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12568;Nomination for Nobel Prize in Physiology or Medicine;1903;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the physiology of the digestive glands. Refers to his joint evaluation of Pavlov, together with R. Tigerstedt from 1901.;Johan E Johansson;4603;M;;;prof physiology;Karolinska Institutet;Stockholm;SWEDEN (SE);;;Ivan P Pavlov;7055;M;1849;1936;prof physiology;Military Medical Academy;St Petersburg;U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);Physiology or Medicine 1904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12569;Nomination for Nobel Prize in Physiology or Medicine;1904;76 - 0;2;1;Physiology or Medicine;;;nominee_2_Motivation: No motivation given.;E Forgue;3114;;;;prof surgery;University of Montpellier;Montpellier;FRANCE (FR);;;Paulet Chauveau;1752;M;;;honorary prof;;Lyon;FRANCE (FR);;Charles J Bouchard;1217;M;1837;1915;"member; prof general pathology and therapy";Académie de Médicin (faculty of medicine);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12570;Nomination for Nobel Prize in Physiology or Medicine;1905;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the structure of the nervous system (see comment 1).;P Casanova;1641;;;;prof;;Valencia;SPAIN (ES);;;Santiago Ramon y Cajàl;7547;M;1852;1934;prof histology;Madrid;Madrid;SPAIN (ES);Physiology or Medicine 1906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12571;Nomination for Nobel Prize in Physiology or Medicine;1906;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: All the work Pflüger has done, especially his work on metabolism.;Leopold B Schrötter;8243;M;;;prof internal medicine;Vienna;Vienna;AUSTRIA (AT);;;Eduard F Pflüger;7204;M;1829;1910;prof physiology;University of Bonn;Bonn;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12572;Nomination for Nobel Prize in Physiology or Medicine;1907;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Most importantly his work on immunity, but also methods for staining blood cells and components, composition of poisons, study of the development of malignant tumors and work in hematology.;Carl F Salomonsen;8061;M;;;prof general pathology and medicine;University of Copenhagen;Copenhagen;DENMARK (DK);;;Paul Ehrlich;2713;M;1854;1915;prof;Royal Institute for Experimental Therapy;Frankfurt am Main;GERMANY (DE);Physiology or Medicine 1908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12573;Nomination for Nobel Prize in Physiology or Medicine;1908;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work in anatomy, comparative anatomy (especially studies of the ape brain and human brain), histology and anthropology.;Gustaf Schwalbe;8278;M;1844;1916;prof anatomy;;Strasbourg;FRANCE (FR);;;Gustaf M Retzius;7668;M;1842;1919;former prof;Karolinska Institutet;Stockholm;SWEDEN (SE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12574;Nomination for Nobel Prize in Physiology or Medicine;1909;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Investigations on metabolism.;E Ludwig;5686;;;;prof medical chemistry;Vienna;Vienna;AUSTRIA (AT);;;Eduard F Pflüger;7204;M;1829;1910;prof physiology;University of Bonn;Bonn;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12575;Nomination for Nobel Prize in Physiology or Medicine;1910;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: No motivation given.;F Henrijean;4058;;;;prof general pathology;University of Liège;Liège;BELGIUM (BE);;;Charles J Bouchard;1217;M;1837;1915;prof general pathology and therapy;University of Paris;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12576;Nomination for Nobel Prize in Physiology or Medicine;1911;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the nervous system.;E Masoin;5979;M;;;prof physiology and psychiatry;Louvain;Leuven (Louvain Löwen);BELGIUM (BE);;;Arthur van Gehuchten;9534;M;1861;1914;prof anatomy;Louvain;Leuven (Louvain Löwen);BELGIUM (BE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12577;Nomination for Nobel Prize in Physiology or Medicine;1912;76 - 0;2;1;Physiology or Medicine;;;nominee_2_Motivation: Langley: Work on the sympathetic nervous system. Sherrington: Work on the nervous system.;Eugenio Tanzi;9005;M;;;prof;University of Florence;Florence;ITALY (IT);;;John N Langley;5226;M;1852;1925;prof physiology;University of Cambridge;Cambridge;UNITED KINGDOM (GB);;Charles S Sherrington;8493;M;1857;1952;prof physiology;University of Liverpool;Liverpool;UNITED KINGDOM (GB);Physiology or Medicine 1932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12578;Nomination for Nobel Prize in Physiology or Medicine;1913;76 - 0;2;1;Physiology or Medicine;;;nominee_2_Motivation: Neisser: Treatment of syphilis. von Wassermann: Work on immunity and serum diagnosis in syphilis.;Paul Ehrlich;2713;M;1854;1915;prof, Nobel Laureate med 1908;Frankfurt am Main;Frankfurt am Main;GERMANY (DE);;Physiology or Medicine 1908;Albert Neisser;6640;M;1855;1916;prof;"University of Breslau (now Wroc&#322;aw)";"Breslau (Wroc&#322;aw)";POLAND (PL);;August P von Wassermann;9887;M;1866;1925;prof;Robert Koch Institute for Infectious Diseases;Berlin;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12579;Nomination for Nobel Prize in Physiology or Medicine;1914;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on experimental syphilis and egg white differentiation with precipitation.;Hans Chiari;1766;M;;;prof;University of Strasbourg;Strasbourg;FRANCE (FR);;;Paul Uhlenhuth;9432;M;1870;1957;prof;University of Strasbourg;Strasbourg;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12580;Nomination for Nobel Prize in Physiology or Medicine;1917;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on hemolysis, immunity and antibodies.;Desgrez;2391;M;;;prof medical chemistry;;Paris;FRANCE (FR);;;Jules Bordet;1172;M;1870;1961;"director; prof bacteriology";Pasteur Institute (Institut Pasteur);Brussels;BELGIUM (BE);Physiology or Medicine 1919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12581;Nomination for Nobel Prize in Physiology or Medicine;1919;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on Malta fever, nagana and sleeping-sickness.;Alphonse C Laveran;5279;M;1845;1922;Nobel Laureate med 1907;Pasteur Institute (Institut Pasteur);Paris;FRANCE (FR);;Physiology or Medicine 1907;David Bruce;1385;M;1855;1931;prof, director of laboratories;Royal Army Medical College;London;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12582;Nomination for Nobel Prize in Physiology or Medicine;1920;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on the physiology of respiration. | nominator_1_State: CT;Yandell Henderson;4048;M;1873;1944;prof physiology;Yale University;New Haven;UNITED STATES (US);;;John S Haldane;3792;M;1860;1936;MD;New College;Oxford;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12583;Nomination for Nobel Prize in Physiology or Medicine;1921;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: The introduction of bronchoscopy.;Gunnar F Holmgren;4278;M;1875;1954;prof;Karolinska Institutet;Stockholm;SWEDEN (SE);;;Gustav Killian;4839;M;1860;1921;prof oto-rhino-laryngology;Berlin;Berlin;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12584;Nomination for Nobel Prize in Physiology or Medicine;1923;76 - 0;1;1;Physiology or Medicine;;;"nominee_1_Motivation: Work on serum diagnosis in typhus, vaccine therapy against typhus; nephritis, anaphylactic shock and cyto diagnostics.";L Garnier;3336;;;;prof medical chemistry;Nancy;Nancy;FRANCE (FR);;;Fernand Widal;10147;M;1862;1929;prof medicine;French Institute (Institut de France);Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12585;Nomination for Nobel Prize in Physiology or Medicine;1924;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Work on reflexes, the differential diagnosis between organic diseases and hysteria, and the symptomatology of diseases in the cerebellum and the medulla oblongata.;A Gluzinsky;3489;M;;;prof medicine;Warsaw;Warsaw;POLAND (PL);;;Joseph Babinski;591;M;1857;1932;prof neurology;;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12586;Nomination for Nobel Prize in Physiology or Medicine;1925;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Function of the central nervous system, especially conditioned responses.;Théodore Tchistovitch;9027;M;;;prof;Leningrad Medical Institute;Leningrad (now St Petersburg);U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);;;Ivan P Pavlov;7055;M;1849;1936;prof;Military Medical Academy;Leningrad (now St Petersburg);U.S.S.R. (SU) now RUSSIAN FEDERATION (RU);Physiology or Medicine 1904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12587;Nomination for Nobel Prize in Physiology or Medicine;1926;76 - 0;3;1;Physiology or Medicine;;;nominee_1_State: IL | nominee_2_State: IL | nominee_3_State: NY | nominee_3_Motivation: Discovery of a serum against scarlet fever.;Fred Neufeld;6662;M;1869;1945;prof, dept head;Robert Koch Institute for Infectious Diseases;Berlin;GERMANY (DE);;;George F Dick;2425;M;1881;1967;prof medicine;University of Chicago;Chicago;UNITED STATES (US);;Gladys H Dick;2426;F;1881;1963;dr;University of Chicago;Chicago;UNITED STATES (US);;Alphonse R Dochez;2458;M;1882;1964;prof medicine;;New York;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12588;Nomination for Nobel Prize in Physiology or Medicine;1927;76 - 0;1;1;Physiology or Medicine;;;nominee_1_Motivation: Identification of the islets of Langerhans, and their subsequent importance in carbohydrate metabolism and the discovery of insulin.;Lodovico Tommasi;9306;M;;;prof dermatology and syphilidology;University of Siena;Siena;ITALY (IT);;;Vincenzo Diamare;2421;M;1871;1966;prof histology and general physiology;Naples;Naples;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12589;Nomination for Nobel Prize in Physiology or Medicine;1928;76 - 0;1;1;Physiology or Medicine;;;"nominee_1_Motivation: Work on the physico-chemical conditions of the basic metabolic reactions in protoplasm; work on green plants´ photochemical assimilation of carbon dioxide and nitrogen, and the roll of iron in cell repiration. Studies of the kinetics of oxidation in living cells. | nominator_1_State: IL";Ralph S Lillie;5488;M;;;prof physiology;;Chicago;UNITED STATES (US);;;Otto H Warburg;9984;M;1883;1970;prof;Kaiser-Wilhelm-Institut für Biologie (now Max Planck Institute of Biology);Berlin;GERMANY (DE);Physiology or Medicine 1931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12590;Nomination for Nobel Prize in Physiology or Medicine;1929;76 - 0;1;1;Physiology or Medicine;;;"nominee_1_Motivation: Work on porphyrins; synthesis of hemin.";H Haberer;3759;;;;prof surgery;;Düsseldorf;GERMANY (DE);;;Hans Fischer;3026;M;1881;1945;prof organic chemistry;;Munich;GERMANY (DE);Chemistry 1930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
